team1_win_rate_vs_team2,team1_won_toss,toss_decision_bat,team1_venue_win_rate,team1_recent_form,team1_won
0.6,0,0,0.0,0.0,1
0.5,0,0,0.0,0.6,1
0.542,0,0,0.0,0.6,1
0.25,1,1,1.0,0.2,1
0.556,1,1,1.0,0.6,0
0.435,0,0,0.5,0.6,1
0.429,1,1,1.0,0.4,0
0.5,1,1,0.0,0.6,1
0.364,0,0,0.5,0.6,1
0.5,1,1,0.0,0.6,1
0.35,1,1,0.333,0.4,1
0.714,1,1,1.0,0.4,1
0.45,0,0,0.5,0.8,1
0.68,1,1,0.333,0.6,1
0.348,1,1,0.5,0.6,1
0.545,1,1,1.0,0.6,0
0.5,1,1,0.0,0.8,0
0.417,1,1,0.5,0.6,1
0.75,1,1,1.0,0.2,1
0.45,1,1,0.5,0.6,1
0.5,1,1,0.5,0.8,0
0.24,1,1,0.333,0.6,0
0.714,1,1,1.0,0.4,0
0.556,1,1,0.0,0.2,0
0.588,0,0,0.333,0.4,1
0.542,1,1,0.0,1.0,0
0.667,1,1,0.5,0.4,0
0.417,1,1,0.5,0.8,0
0.583,1,1,0.333,0.6,0
0.455,0,0,0.0,0.4,0
0.393,0,0,1.0,0.2,0
0.565,0,0,0.333,0.4,1
0.286,0,0,1.0,0.6,1
0.5,1,1,0.0,0.8,0
0.348,1,1,0.5,0.8,0
0.68,0,0,1.0,0.4,0
0.6,0,0,1.0,0.2,1
0.36,0,0,0.0,0.6,0
0.35,0,0,0.0,0.4,0
0.474,0,0,1.0,1.0,0
0.429,0,0,0.5,0.4,0
0.5,0,0,0.5,0.4,0
0.429,0,0,1.0,0.8,0
0.5,0,0,0.0,0.4,1
0.636,0,0,0.0,0.4,0
0.5,0,0,0.0,0.6,0
0.5,0,0,0.0,0.6,1
0.429,0,0,0.0,0.2,0
0.4,1,1,0.0,0.2,1
0.5,1,1,0.5,0.4,0
0.63,0,0,0.5,0.8,0
0.652,0,0,0.5,0.6,0
0.632,0,0,0.5,0.4,1
0.429,0,0,0.5,0.6,1
0.778,0,0,0.5,0.6,1
0.412,0,0,0.5,0.2,1
0.5,0,0,0.5,0.6,0
0.391,0,0,0.5,0.6,0
0.5,1,1,0.5,0.6,1
0.462,1,1,0.5,0.4,1
0.577,0,0,0.5,0.4,0
0.609,0,0,0.5,0.8,1
0.571,1,1,0.5,0.8,0
0.312,1,1,0.5,0.2,0
0.636,0,0,0.5,0.8,1
0.5,0,0,0.5,0.4,0
0.538,0,0,0.5,0.6,0
0.545,0,0,0.5,0.4,0
0.64,1,1,0.5,0.8,1
0.389,1,1,0.5,0.6,1
0.333,0,0,0.5,0.4,0
0.583,0,0,0.5,0.8,1
0.286,1,1,0.5,0.2,0
0.5,0,0,0.5,0.4,0
0.56,0,0,0.5,0.2,0
0.538,0,0,0.5,0.2,1
0.4,0,0,0.5,1.0,0
0.462,0,0,0.5,0.4,1
0.577,0,0,0.5,0.4,0
0.4,1,1,0.667,0.8,1
0.462,1,1,0.5,0.6,0
0.571,0,0,0.143,0.4,1
0.611,1,1,0.6,0.2,0
0.778,0,0,0.5,0.4,0
0.36,0,0,0.4,0.4,0
0.5,0,0,0.5,0.8,1
0.312,0,0,0.8,0.4,1
0.364,1,1,0.5,0.6,0
0.37,0,0,0.556,0.2,1
0.462,1,1,0.143,0.6,0
0.44,0,0,0.8,0.8,0
0.462,0,0,0.5,0.4,0
0.5,0,0,0.143,0.4,0
0.286,0,0,0.4,0.2,0
0.667,0,0,0.5,0.6,0
0.609,0,0,0.5,0.8,0
0.571,0,0,0.5,0.4,0
0.462,1,1,0.4,0.4,1
0.368,1,1,0.6,0.2,0
0.652,0,0,0.667,0.8,0
0.5,0,0,0.5,0.4,0
0.588,0,0,0.5,0.2,1
0.609,0,0,0.667,0.6,0
0.545,0,0,0.25,0.6,1
0.5,1,1,0.5,0.4,1
0.417,0,0,0.455,0.8,0
0.348,0,0,0.455,0.6,0
0.462,1,1,0.4,0.8,0
0.44,0,0,0.8,0.4,0
0.636,0,0,0.667,0.4,1
0.68,0,0,0.8,0.4,0
0.533,0,0,1.0,0.6,0
0.464,0,0,0.5,0.6,0
0.5,0,0,0.5,0.5,0
0.467,0,0,0.5,0.2,1
0.552,0,0,0.5,0.8,0
0.5,0,0,0.0,0.4,0
0.345,0,0,0.333,0.6,0
0.458,0,0,0.5,0.4,1
0.5,0,0,0.5,1.0,1
0.4,0,0,0.5,0.6,1
0.5,0,0,0.5,0.5,1
0.455,0,0,0.4,0.6,0
0.759,0,0,0.5,0.4,0
0.5,0,0,0.5,0.2,0
0.5,0,0,0.5,0.6,0
0.75,0,0,0.5,0.4,0
0.586,0,0,0.5,0.4,0
0.429,0,0,0.5,0.2,1
0.5,0,0,0.4,0.4,1
0.5,0,0,0.5,1.0,0
0.667,0,0,0.5,0.2,1
0.464,0,0,0.5,0.6,1
0.5,0,0,0.5,0.75,1
0.667,0,0,0.5,0.6,0
0.5,0,0,0.5,0.6,1
0.615,0,0,0.5,0.6,1
0.333,0,0,0.5,0.6,0
0.5,0,0,0.5,0.2,0
0.458,0,0,0.5,0.6,1
0.5,0,0,0.5,0.8,1
0.536,0,0,0.5,0.4,0
0.594,0,0,0.5,0.0,0
0.5,0,0,0.4,0.6,1
0.5,1,1,0.5,0.8,1
0.421,0,0,0.5,0.8,0
0.5,0,0,0.5,0.6,1
0.4,0,0,0.333,0.4,1
0.455,0,0,0.5,0.6,1
0.5,0,0,0.5,1.0,0
0.571,0,0,0.0,0.2,0
0.5,0,0,0.5,0.6,1
0.5,1,1,0.5,0.4,0
0.458,0,0,0.5,0.8,0
0.5,1,1,0.5,0.6,1
0.75,0,0,0.5,0.4,1
0.458,0,0,0.4,0.6,0
0.5,1,1,0.5,1.0,0
0.333,0,0,0.5,0.4,1
0.45,0,0,0.5,0.4,1
0.5,0,0,1.0,0.2,1
0.435,1,1,0.333,0.4,0
0.5,0,0,0.5,0.8,1
0.421,1,1,0.5,0.4,1
0.615,0,0,0.5,0.4,1
0.241,0,0,0.5,0.2,1
0.5,1,1,0.5,0.6,1
0.5,0,0,0.5,0.6,0
0.406,0,0,0.8,0.6,0
0.536,0,0,0.5,0.4,1
0.667,1,1,0.5,0.4,1
0.5,1,1,0.8,0.4,0
0.5,1,1,0.5,0.4,1
0.464,0,0,0.5,0.6,1
0.444,0,0,0.5,0.0,1
0.5,1,1,0.5,0.6,1
0.5,1,1,0.5,0.6,0
0.6,1,1,0.0,0.4,0
0.467,0,0,0.667,0.6,0
0.667,1,1,0.5,0.2,0
0.5,0,0,0.5,0.6,0
0.5,0,0,0.5,0.6,1
0.545,0,0,0.5,0.8,0
0.5,1,1,0.5,0.6,0
0.0,0,0,0.5,0.2,0
0.333,0,0,0.5,0.6,1
1.0,0,0,0.5,0.4,1
0.5,0,0,0.5,0.6,1
0.567,0,0,0.5,0.6,0
0.0,0,0,0.5,0.2,1
0.0,0,0,0.5,0.4,0
0.417,0,0,0.5,0.6,1
0.533,0,0,0.5,0.4,1
0.0,1,1,0.5,0.2,0
0.5,0,0,0.5,0.4,1
0.588,0,0,0.5,0.4,0
1.0,1,1,1.0,0.8,0
0.35,0,0,0.5,0.8,0
1.0,0,0,0.5,0.6,0
0.469,0,0,0.5,0.2,0
0.423,0,0,0.5,0.6,1
0.5,0,0,0.5,0.6,0
0.348,0,0,0.5,0.4,1
0.63,0,0,0.5,0.4,1
1.0,0,0,0.5,0.6,0
0.29,0,0,0.5,0.4,0
1.0,0,0,1.0,0.8,0
0.655,0,0,0.5,0.4,1
0.526,0,0,0.5,0.6,1
0.0,0,0,0.5,0.6,1
0.433,0,0,0.5,0.4,1
0.533,0,0,0.5,0.4,0
0.278,0,0,0.2,0.4,0
1.0,1,1,0.5,0.6,1
0.483,0,0,0.429,0.4,1
0.52,0,0,0.5,0.4,1
0.654,0,0,0.5,0.8,1
0.476,1,1,0.5,0.2,1
0.0,0,0,1.0,0.6,1
0.533,0,0,0.5,0.2,1
0.423,1,1,0.5,0.6,1
1.0,0,0,0.5,0.6,1
0.0,0,0,0.5,0.2,0
0.524,1,1,0.0,0.4,1
0.556,1,1,0.5,0.6,0
0.462,1,1,0.5,0.6,0
1.0,1,1,0.5,0.6,1
0.0,1,1,0.667,0.4,1
0.483,0,0,0.5,0.6,0
0.652,1,1,0.5,0.2,1
0.0,1,1,0.5,0.4,0
0.588,0,0,0.4,0.6,0
0.63,1,1,0.5,0.6,0
1.0,0,0,1.0,0.8,1
0.5,1,1,0.5,0.2,0
0.333,1,1,0.5,0.4,0
0.433,0,0,0.833,0.6,0
0.63,1,1,0.5,0.6,1
0.538,0,0,0.5,0.6,0
1.0,0,0,0.5,0.6,1
0.0,1,1,0.5,0.4,0
0.5,0,0,0.5,0.4,1
0.52,1,1,0.5,0.4,1
0.654,1,1,0.5,0.6,0
0.5,0,0,1.0,0.6,1
1.0,0,0,0.5,0.4,1
0.5,0,0,0.5,0.4,1
0.571,0,0,0.5,0.4,0
0.417,0,0,0.5,0.4,0
0.63,1,1,0.5,0.4,1
1.0,0,0,0.0,0.6,1
0.474,0,0,0.25,0.2,0
0.5,0,0,0.5,0.6,0
0.0,0,0,0.5,0.6,1
0.0,1,1,0.4,0.6,1
0.0,0,0,1.0,0.6,1
1.0,0,0,1.0,0.6,0
0.333,1,1,1.0,0.4,0
0.5,0,0,0.5,0.4,0
0.64,0,0,0.286,0.6,1
0.667,1,1,0.2,0.4,1
0.5,0,0,0.6,0.6,1
0.548,0,0,0.5,0.4,0
0.4,0,0,0.625,0.8,1
0.429,0,0,0.143,0.0,1
0.519,0,0,0.2,0.6,1
0.438,0,0,0.429,0.6,0
0.667,1,1,0.5,0.6,1
0.333,1,1,0.0,0.2,0
0.345,1,1,0.5,0.2,1
0.556,0,0,0.636,0.4,0
0.25,0,0,1.0,0.6,1
0.516,1,1,0.5,0.6,1
0.667,0,0,0.6,0.6,0
0.737,0,0,0.5,0.8,0
0.556,0,0,1.0,0.2,0
0.545,0,0,0.636,0.2,1
0.0,1,1,0.5,0.6,1
0.357,0,0,0.5,0.8,0
0.667,0,0,0.5,0.4,1
0.2,0,0,0.2,1.0,0
0.438,0,0,0.714,0.2,0
1.0,1,1,0.5,0.6,0
0.423,0,0,0.5,0.4,0
1.0,0,0,0.5,0.6,0
0.444,0,0,0.5,0.6,1
0.545,0,0,0.5,0.6,1
0.519,0,0,0.286,0.8,0
0.667,0,0,0.6,0.4,0
0.516,0,0,0.5,0.4,1
0.5,0,0,0.5,0.6,0
0.522,0,0,0.333,0.8,1
0.562,0,0,0.286,0.6,1
0.333,1,1,0.5,0.2,0
0.556,1,1,0.5,0.6,0
0.5,0,0,0.625,0.4,0
0.333,0,0,0.286,0.4,1
0.455,1,1,1.0,0.0,1
0.656,0,0,0.286,0.6,0
0.455,0,0,0.286,0.6,1
0.333,0,0,0.5,0.6,0
0.667,0,0,0.6,0.4,0
0.737,0,0,0.625,0.4,1
0.484,1,1,0.5,0.8,0
0.25,0,0,0.0,0.4,0
0.536,0,0,0.625,0.6,0
0.5,1,1,0.143,0.6,1
0.281,0,0,0.429,0.6,1
0.667,0,0,1.0,0.4,0
0.536,0,0,0.5,0.4,1
0.0,0,0,0.5,0.6,1
0.429,0,0,0.2,0.6,0
0.481,0,0,0.286,0.6,1
1.0,1,1,1.0,0.6,0
0.452,0,0,0.5,0.6,1
0.6,0,0,0.6,0.2,1
0.281,0,0,0.286,0.8,1
0.464,1,1,1.0,0.6,0
0.621,0,0,0.429,0.8,1
0.0,0,0,0.286,0.6,1
0.577,1,1,0.5,0.4,0
0.75,0,0,0.5,0.2,1
0.333,0,0,0.429,1.0,1
0.333,1,1,0.0,0.6,0
0.36,1,1,0.0,0.6,0
0.556,0,0,0.333,1.0,0
0.5,0,0,0.167,0.6,1
0.36,1,1,0.167,0.6,0
