team1_win_rate_vs_team2,team1_won_toss,toss_decision_bat,team1_venue_win_rate,team1_recent_form,team1_won
0.0,0,0,0.5,0.8,0
0.5,0,1,0.5,0.8,1
0.0,1,0,0.5,0.4,1
0.0,1,0,0.5,0.6,0
0.333,1,1,0.5,0.8,1
1.0,1,1,0.5,0.8,0
0.0,0,1,0.5,0.6,1
0.0,1,0,0.5,0.2,1
1.0,1,1,0.5,0.6,1
0.5,1,0,0.5,0.6,1
1.0,1,1,0.5,0.6,1
1.0,0,0,0.5,0.6,0
0.5,1,0,0.5,0.8,1
1.0,1,0,0.5,1.0,0
0.5,1,0,1.0,0.6,0
0.333,1,1,0.5,0.4,1
0.75,0,0,0.857,0.6,0
0.5,1,0,0.571,0.6,1
0.5,0,1,0.429,0.4,0
0.6,0,0,0.5,0.2,0
0.25,0,1,0.143,0.6,1
0.333,0,1,0.571,0.8,0
0.75,1,0,0.667,0.6,0
0.25,1,0,0.143,0.6,1
0.5,1,1,0.667,0.6,0
0.0,0,0,0.5,0.6,1
0.75,1,1,0.5,0.0,1
0.5,1,1,0.5,0.4,0
0.2,1,1,0.5,0.8,1
1.0,1,0,0.429,0.6,0
1.0,0,1,0.5,0.4,1
0.6,0,0,0.143,0.6,1
0.5,1,0,0.857,0.2,0
0.5,0,0,0.5,0.4,0
0.25,1,0,0.143,0.8,0
0.75,0,1,0.5,0.4,1
0.5,0,1,0.857,0.2,0
0.6,1,1,0.5,0.6,1
0.75,1,0,1.0,0.6,0
0.667,1,1,0.667,0.4,1
0.25,1,0,0.5,0.8,1
0.4,0,1,0.429,0.2,1
0.4,1,1,0.667,0.4,1
0.5,1,1,0.571,0.2,1
0.75,1,1,0.857,0.2,0
0.4,1,1,0.429,0.2,1
0.25,1,1,0.5,0.8,1
0.5,1,1,0.571,0.4,0
0.75,1,1,0.667,0.6,1
0.25,0,1,0.5,0.2,0
0.5,1,1,0.429,0.4,1
0.5,0,1,1.0,0.6,1
0.333,1,1,0.571,0.4,1
0.6,0,0,0.143,0.4,0
0.75,0,1,0.857,0.2,1
0.5,0,1,0.5,0.2,1
0.5,1,0,0.143,0.2,1
0.25,1,1,0.667,0.8,0
0.667,1,0,1.0,0.6,0
0.4,0,0,0.5,0.4,1
0.25,1,1,0.5,0.6,1
0.667,0,1,0.429,0.6,1
0.75,1,1,1.0,0.4,0
0.5,1,1,0.429,0.8,0
1.0,0,0,0.5,0.6,0
0.5,1,0,0.143,0.4,0
0.25,0,1,0.571,0.4,1
0.0,0,0,0.5,0.6,0
0.8,0,1,0.667,0.4,0
0.0,0,1,0.571,0.4,1
0.5,0,1,0.5,0.4,0
0.5,1,1,0.0,0.6,1
0.6,0,1,0.5,0.4,1
0.5,1,1,0.0,0.6,1
0.8,1,1,0.5,0.8,1
0.167,0,0,0.0,0.6,0
0.5,1,1,0.5,0.5,0
0.5,1,1,0.538,0.2,0
0.5,0,1,0.5,0.5,1
0.667,1,1,0.643,0.4,1
0.429,0,1,0.8,0.4,1
0.429,0,0,0.357,0.6,0
0.143,1,0,0.583,0.4,1
0.5,0,1,0.5,1.0,1
0.5,0,0,0.0,0.2,1
0.667,0,0,0.8,0.4,0
0.5,0,0,0.5,0.6,0
0.429,1,1,0.5,0.8,1
0.333,0,0,0.0,0.2,0
0.5,0,0,0.5,1.0,0
0.333,1,0,0.643,0.8,1
0.5,1,0,0.5,0.333,1
0.571,0,1,0.538,0.4,0
0.5,0,1,0.5,0.6,1
0.5,1,0,0.643,0.8,0
0.333,0,0,0.583,0.4,1
0.429,0,0,0.5,0.6,1
0.5,0,0,0.643,0.6,0
0.333,0,0,0.538,0.2,1
0.5,1,0,0.0,0.4,0
0.5,1,0,0.8,0.4,1
0.5,0,0,0.5,0.4,1
0.833,0,0,0.538,0.4,0
0.5,1,1,0.5,0.4,0
0.5,1,0,0.5,0.6,0
0.6,1,0,0.538,0.4,0
0.4,1,0,0.8,0.4,1
0.5,0,0,0.357,0.4,1
0.5,0,1,0.5,0.6,0
0.5,1,0,0.643,0.6,1
0.5,1,0,0.8,0.4,1
0.429,1,1,0.5,0.6,1
0.333,0,0,0.5,0.6,1
0.5,0,0,0.538,0.4,0
0.333,1,0,0.0,0.4,0
0.429,0,1,0.5,0.6,1
0.5,1,0,0.5,0.0,0
0.5,0,0,0.5,0.4,1
0.429,0,0,0.0,0.4,0
0.5,0,0,0.357,0.6,1
0.2,0,1,0.643,0.6,1
0.5,0,0,0.5,0.8,1
0.5,0,1,0.357,0.8,1
0.5,1,1,0.583,0.2,0
0.571,1,0,0.8,0.6,0
0.5,1,1,0.0,0.2,0
0.667,0,0,0.583,0.0,1
0.5,0,0,0.8,0.6,0
0.5,1,1,0.5,0.8,1
0.5,0,0,0.5,0.4,0
0.5,1,0,0.357,1.0,1
0.5,0,1,0.5,0.6,0
0.667,0,0,0.0,0.4,1
0.5,1,0,0.5,0.4,1
0.5,0,0,0.5,0.4,0
0.5,1,1,0.0,0.6,1
0.5,1,1,0.5,0.8,1
0.5,0,0,0.5,0.4,0
0.6,1,1,0.5,0.6,0
0.667,1,0,0.0,0.8,0
0.571,1,0,0.357,0.8,1
0.167,0,0,0.643,0.6,0
0.571,0,0,1.0,0.8,0
0.833,1,0,0.5,0.4,1
0.429,0,0,0.5,0.6,1
0.429,1,1,0.5,0.8,1
0.5,0,0,0.682,0.8,0
0.5,0,0,0.619,0.4,0
1.0,1,0,0.583,0.6,0
0.571,0,0,0.706,0.2,1
0.286,0,0,0.5,0.4,1
0.5,1,0,0.5,0.6,0
0.5,0,0,0.706,0.4,1
1.0,1,1,0.5,0.6,1
0.5,1,1,0.5,0.6,0
0.625,1,0,0.5,0.6,0
0.429,1,0,0.421,0.2,1
